"candidate_id","location_city","city_dev_score","sex","prior_experience","university_enrollment","academic_qualification","field_of_study","work_experience_years","employer_size","employer_type","time_since_last_job_change","hours_of_training","target"
13351,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","11","<10","Early Stage Startup","1",226,"0"
23017,"city_83",0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Funded Startup","2",70,"1"
1619,"city_103",0.92,"","No relevent experience","no_enrollment","High School","","1","","Pvt Ltd","1",12,"1"
18228,"city_46",0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","Funded Startup","1",100,"0"
29834,"city_21",0.624,"Male","Has relevent experience","Part time course","Graduate","STEM","7","10000+","Pvt Ltd","3",204,"1"
24824,"city_99",0.915,"Female","No relevent experience","no_enrollment","Phd","Humanities","10","1000-4999","NGO","2",41,"0"
11056,"city_11",0.55,"Male","No relevent experience","Full time course","Graduate","STEM","6","","","never",40,"1"
12717,"city_102",0.804,"Male","Has relevent experience","no_enrollment","Graduate","No Major","4","1000-4999","Pvt Ltd","2",130,"0"
18887,"city_69",0.856,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd","never",62,"0"
29207,"city_103",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM","11","1000-4999","Pvt Ltd",">4",51,"0"
17101,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",23,"0"
11050,"city_138",0.836,"Male","Has relevent experience","Full time course","Graduate","Humanities","<1","100-500","Pvt Ltd","1",56,"0"
11446,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","1000-4999","Pvt Ltd","2",25,"1"
18619,"city_50",0.896,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","Pvt Ltd","1",92,"0"
13632,"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd",">4",37,"0"
5184,"city_74",0.579,"Male","No relevent experience","Part time course","Graduate","STEM","2","100-500","Pvt Ltd","1",16,"1"
21123,"city_162",0.767,"","No relevent experience","Full time course","High School","","4","","","never",32,"0"
27774,"city_67",0.855,"Female","No relevent experience","Full time course","High School","","3","","","never",63,"1"
7952,"city_21",0.624,"Female","No relevent experience","Full time course","Graduate","STEM","6","10000+","Public Sector","1",15,"1"
27243,"city_78",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Pvt Ltd","2",97,"1"
30241,"city_160",0.92,"","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",18,"1"
12149,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","11","","Pvt Ltd","3",48,"0"
28689,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","1",39,"1"
19775,"city_114",0.926,"","Has relevent experience","no_enrollment","Masters","STEM","17","100-500","Pvt Ltd","2",76,"0"
3209,"city_98",0.949,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","50-99","Pvt Ltd","2",62,"0"
13494,"city_16",0.91,"","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd","1",33,"0"
10929,"city_114",0.926,"","No relevent experience","no_enrollment","High School","","9","50-99","Pvt Ltd","1",37,"0"
30616,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","13","<10","Funded Startup","1",127,"0"
4483,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","<10","Pvt Ltd","1",68,"0"
13367,"city_105",0.794,"Male","Has relevent experience","no_enrollment","High School","","14","<10","Pvt Ltd",">4",33,"0"
22598,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","","","1",6,"0"
25887,"city_76",0.698,"Male","No relevent experience","no_enrollment","High School","","6","500-999","NGO","never",254,"0"
24665,"city_103",0.92,"","Has relevent experience","no_enrollment","Masters","STEM","10","","","1",24,"0"
16813,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","","","2",37,"0"
32575,"city_61",0.913,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","Oct-49","Early Stage Startup","1",45,"0"
2786,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","<10","Pvt Ltd","1",28,"0"
26785,"city_138",0.836,"Male","No relevent experience","Full time course","Graduate","STEM","11","50-99","Pvt Ltd","never",28,"0"
19519,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","5","","","1",56,"0"
12179,"city_44",0.725,"","Has relevent experience","no_enrollment","Graduate","STEM","7","","","never",80,"0"
22667,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",64,"0"
24338,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","4","1000-4999","Pvt Ltd","1",74,"0"
1580,"city_16",0.91,"Male","No relevent experience","Full time course","Graduate","STEM","1","","","never",4,"0"
27162,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",65,"0"
28926,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","Business Degree","5","10000+","Pvt Ltd",">4",12,"0"
19484,"city_136",0.897,"Male","Has relevent experience","no_enrollment","High School","","2","Oct-49","Pvt Ltd","2",30,"0"
13527,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","Arts","2","","","1",48,"0"
30203,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","4","50-99","Pvt Ltd","1",22,"0"
30978,"city_167",0.921,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","13","<10","Funded Startup","1",150,"0"
7479,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","50-99","Pvt Ltd","1",32,"0"
17257,"city_21",0.624,"","No relevent experience","Full time course","Graduate","STEM","1","<10","","",43,"0"
11656,"city_21",0.624,"Female","No relevent experience","no_enrollment","Masters","STEM","13","1000-4999","Pvt Ltd",">4",56,"1"
28749,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","100-500","Funded Startup","1",82,"0"
31605,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd",">4",31,"0"
3608,"city_160",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd",">4",40,"0"
31695,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",81,"0"
20289,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",7,"1"
18687,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","Other","13","1000-4999","NGO",">4",182,"0"
22299,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","Oct-49","Pvt Ltd",">4",70,"0"
14813,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","7","","Pvt Ltd","1",21,"1"
26558,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","3",68,"1"
32237,"city_67",0.855,"Male","No relevent experience","no_enrollment","High School","","8","","","never",31,"0"
3705,"city_157",0.769,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","5000-9999","Public Sector","2",36,"0"
25652,"city_102",0.804,"","No relevent experience","no_enrollment","Masters","Business Degree","5","","","2",157,"1"
14745,"city_21",0.624,"Female","No relevent experience","Full time course","Masters","STEM","6","Oct-49","Pvt Ltd","1",29,"0"
6887,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","1",24,"0"
23323,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",37,"0"
4854,"city_16",0.91,"Male","Has relevent experience","no_enrollment","High School","","20","","",">4",24,"1"
29384,"city_64",0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd",">4",94,"0"
31610,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd",">4",78,"0"
7667,"city_103",0.92,"Female","No relevent experience","no_enrollment","Graduate","Humanities","4","100-500","NGO","2",68,"0"
20025,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","10000+","Pvt Ltd",">4",23,"1"
9960,"city_61",0.913,"","Has relevent experience","no_enrollment","Graduate","STEM","17","100-500","Pvt Ltd",">4",34,"0"
27285,"city_55",0.739,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd",">4",12,"0"
14652,"city_75",0.939,"Male","No relevent experience","no_enrollment","Primary School","","2","","","never",103,"0"
1432,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM","14","10000+","Pvt Ltd","1",54,"0"
17143,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","20","100-500","Pvt Ltd",">4",130,"0"
21284,"city_75",0.939,"Male","Has relevent experience","Full time course","Graduate","STEM","4","5000-9999","Pvt Ltd","1",109,"0"
32048,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Funded Startup","2",118,"0"
18595,"city_145",0.555,"","No relevent experience","Full time course","Graduate","STEM","2","","","1",3,"0"
16847,"city_21",0.624,"","No relevent experience","no_enrollment","Masters","STEM","7","5000-9999","Pvt Ltd","1",37,"1"
11341,"city_173",0.878,"Male","Has relevent experience","no_enrollment","Masters","STEM","13","10000+","Pvt Ltd","3",28,"0"
4402,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",">20","","",">4",7,"0"
24159,"city_160",0.92,"","No relevent experience","Full time course","Graduate","STEM","7","100-500","Pvt Ltd","1",157,"0"
11326,"city_103",0.92,"Male","No relevent experience","no_enrollment","","","3","","","never",92,"0"
33191,"city_21",0.624,"","Has relevent experience","","Graduate","STEM","2","","Pvt Ltd","never",8,"0"
6682,"city_71",0.884,"","Has relevent experience","no_enrollment","Graduate","STEM","15","50-99","Pvt Ltd","3",86,"1"
24291,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","13","100-500","Pvt Ltd","2",328,"0"
14291,"city_103",0.92,"","No relevent experience","Full time course","High School","","4","500-999","Pvt Ltd","1",21,"0"
24964,"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","2","1000-4999","Pvt Ltd","1",34,"1"
71,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Primary School","",">20","<10","Funded Startup","2",35,"0"
32068,"city_126",0.479,"","Has relevent experience","no_enrollment","Primary School","","19","","Pvt Ltd","never",62,"1"
16047,"city_114",0.926,"Male","Has relevent experience","Full time course","Graduate","STEM","9","5000-9999","Public Sector","1",37,"0"
15828,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","Oct-49","Early Stage Startup","4",50,"0"
12763,"city_136",0.897,"Female","Has relevent experience","no_enrollment","Masters","Arts","9","<10","Public Sector","3",28,"0"
25441,"city_103",0.92,"Male","Has relevent experience","Part time course","Graduate","STEM","16","10000+","Pvt Ltd",">4",90,"0"
18091,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","Funded Startup","1",11,"0"
30415,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","Humanities",">20","","","1",15,"0"
30540,"city_103",0.92,"Male","No relevent experience","no_enrollment","Primary School","","6","","","never",56,"0"
221,"city_159",0.843,"Male","No relevent experience","Full time course","Masters","STEM","15","","Pvt Ltd","never",12,"0"
13212,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd","3",12,"0"
5998,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","50-99","","2",5,"0"
30780,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","<1","100-500","Funded Startup","1",17,"1"
20207,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","20","50-99","Pvt Ltd",">4",7,"0"
19715,"city_21",0.624,"","Has relevent experience","Full time course","Masters","STEM","3","50-99","","2",34,"0"
28786,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","Arts","12","<10","Early Stage Startup","never",50,"0"
6888,"city_100",0.887,"Male","No relevent experience","no_enrollment","High School","","5","","Pvt Ltd","2",106,"0"
24952,"city_27",0.848,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","50-99","Pvt Ltd","never",86,"0"
29285,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","7","","","2",25,"0"
17212,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","","",">4",14,"0"
10832,"city_73",0.754,"Male","No relevent experience","no_enrollment","Phd","STEM",">20","10000+","Public Sector",">4",26,"0"
19479,"city_114",0.926,"","No relevent experience","","","",">20","","","2",27,"0"
27077,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","","","1",80,"0"
24160,"city_21",0.624,"Female","No relevent experience","no_enrollment","Graduate","STEM","2","Oct-49","","never",59,"1"
10592,"city_77",0.83,"Male","Has relevent experience","no_enrollment","Graduate","STEM","15","Oct-49","Pvt Ltd","2",16,"0"
18103,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","14","100-500","Public Sector","2",64,"0"
17772,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","10000+","Pvt Ltd","1",21,"1"
18453,"city_65",0.802,"Female","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd","2",22,"1"
6970,"city_100",0.887,"","No relevent experience","Part time course","High School","","3","Oct-49","Pvt Ltd","1",12,"0"
9318,"city_21",0.624,"Male","No relevent experience","Full time course","Primary School","","4","","","never",25,"1"
19318,"city_103",0.92,"Male","Has relevent experience","Full time course","High School","","2","10000+","Public Sector","never",34,"0"
31383,"city_103",0.92,"Male","No relevent experience","no_enrollment","Primary School","","3","","Pvt Ltd","never",11,"0"
12833,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",">20","100-500","Pvt Ltd","1",10,"0"
25829,"city_16",0.91,"Male","No relevent experience","no_enrollment","Graduate","No Major","9","","","2",56,"1"
25201,"city_10",0.895,"Male","No relevent experience","Full time course","Graduate","STEM","6","Oct-49","Pvt Ltd","2",73,"0"
24828,"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",">20","5000-9999","Public Sector",">4",6,"0"
31960,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","Other","5","1000-4999","Public Sector","1",50,"0"
10484,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd","1",15,"0"
22820,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","","never",50,"0"
15499,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","Other","19","<10","Funded Startup","1",130,"0"
23355,"city_109",0.701,"Male","No relevent experience","no_enrollment","Primary School","","<1","","","never",72,"0"
25195,"city_21",0.624,"","No relevent experience","Full time course","High School","","4","","","never",48,"0"
31670,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","10000+","Pvt Ltd","1",20,"0"
4984,"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","Arts","1","","Pvt Ltd","never",42,"0"
8347,"city_160",0.92,"Male","No relevent experience","no_enrollment","High School","",">20","","",">4",22,"0"
21395,"city_21",0.624,"Male","No relevent experience","no_enrollment","Graduate","STEM","<1","","","2",30,"1"
2951,"city_21",0.624,"Male","No relevent experience","Full time course","High School","","2","","","never",34,"1"
19007,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","","2",31,"0"
4580,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","Oct-49","Early Stage Startup","1",79,"1"
20674,"city_97",0.925,"Male","No relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd",">4",116,"0"
26380,"city_21",0.624,"Male","No relevent experience","no_enrollment","Masters","STEM","16","","","2",64,"1"
3988,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd","1",72,"0"
17951,"city_67",0.855,"Male","Has relevent experience","no_enrollment","Masters","STEM","15","500-999","Pvt Ltd","never",334,"0"
25646,"city_16",0.91,"","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","1",37,"1"
26316,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","5000-9999","Pvt Ltd","1",87,"1"
25527,"city_83",0.923,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","1",26,"0"
19936,"city_160",0.92,"","Has relevent experience","no_enrollment","Graduate","Business Degree","10","","","1",10,"1"
26472,"city_114",0.926,"","Has relevent experience","Full time course","Masters","STEM","12","100-500","Pvt Ltd","2",91,"0"
18624,"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","10","5000-9999","Pvt Ltd","1",286,"1"
18923,"city_16",0.91,"Male","No relevent experience","Full time course","Graduate","STEM","4","","","never",21,"1"
7917,"city_102",0.804,"Male","Has relevent experience","Part time course","Primary School","","5","","","1",13,"0"
31846,"city_103",0.92,"Female","No relevent experience","Full time course","Graduate","STEM","7","10000+","Pvt Ltd","1",22,"0"
17420,"city_117",0.698,"","No relevent experience","no_enrollment","Graduate","STEM","6","","","never",106,"1"
23744,"city_97",0.925,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","Oct-49","Pvt Ltd",">4",102,"0"
13271,"city_100",0.887,"","No relevent experience","","","",">20","","","",39,"1"
15872,"city_103",0.92,"Male","No relevent experience","Full time course","High School","","4","","","1",26,"0"
17410,"city_24",0.698,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","100-500","Pvt Ltd","2",48,"0"
13169,"city_100",0.887,"Female","Has relevent experience","no_enrollment","Graduate","STEM","12","Oct-49","Pvt Ltd","1",100,"0"
411,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts",">20","500-999","Pvt Ltd",">4",25,"0"
30828,"city_75",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","Oct-49","","1",46,"0"
5451,"city_73",0.754,"","Has relevent experience","Part time course","Graduate","STEM","6","Oct-49","Pvt Ltd","1",160,"0"
19562,"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","8","<10","Early Stage Startup","1",84,"0"
5159,"city_23",0.899,"Male","Has relevent experience","no_enrollment","High School","","18","","",">4",108,"0"
28637,"city_134",0.698,"Male","Has relevent experience","Full time course","Masters","STEM","7","","Pvt Ltd","never",42,"1"
24636,"city_73",0.754,"","Has relevent experience","Part time course","High School","","2","100-500","","1",38,"0"
5629,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","6","<10","Pvt Ltd","1",111,"1"
7760,"city_37",0.794,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","","","2",7,"0"
25307,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","100-500","Pvt Ltd","2",162,"1"
22960,"city_50",0.896,"","Has relevent experience","no_enrollment","Graduate","STEM","7","<10","Funded Startup","never",77,"0"
28402,"city_16",0.91,"Other","Has relevent experience","no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd","1",53,"0"
29405,"city_103",0.92,"Other","Has relevent experience","no_enrollment","Graduate","STEM","15","Oct-49","Funded Startup","1",15,"0"
9669,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Other","16","","","2",52,"0"
33184,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","1000-4999","Pvt Ltd","1",75,"0"
15673,"city_16",0.91,"","No relevent experience","no_enrollment","High School","","6","5000-9999","","1",7,"0"
10502,"city_77",0.83,"","Has relevent experience","no_enrollment","Masters","STEM","9","100-500","Pvt Ltd","2",278,"0"
4585,"city_28",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Pvt Ltd",">4",24,"0"
9215,"city_11",0.55,"","No relevent experience","no_enrollment","Graduate","STEM","5","50-99","Public Sector","4",19,"1"
28761,"city_160",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","10","Oct-49","Pvt Ltd","3",52,"0"
30172,"city_28",0.939,"Male","Has relevent experience","Full time course","Graduate","STEM","10","5000-9999","Public Sector","2",11,"0"
8118,"city_75",0.939,"","Has relevent experience","no_enrollment","Graduate","STEM","8","50-99","","3",128,"0"
29936,"city_103",0.92,"","No relevent experience","no_enrollment","Masters","Humanities","2","50-99","Pvt Ltd","2",33,"0"
21980,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","","",">4",41,"0"
19107,"city_160",0.92,"","No relevent experience","no_enrollment","Primary School","","6","","","never",4,"0"
17391,"city_21",0.624,"","Has relevent experience","Full time course","Graduate","STEM","2","Oct-49","Funded Startup","2",89,"0"
1084,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","10000+","Pvt Ltd","1",222,"0"
18644,"city_28",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","Oct-49","Pvt Ltd",">4",84,"0"
7546,"city_103",0.92,"Male","No relevent experience","","Graduate","STEM","5","","","never",178,"1"
7886,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11","50-99","Pvt Ltd","1",120,"0"
22198,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","","","2",22,"1"
7943,"city_69",0.856,"","Has relevent experience","no_enrollment","Graduate","STEM","3","<10","Pvt Ltd","2",4,"0"
22252,"city_104",0.924,"Male","Has relevent experience","no_enrollment","Masters","STEM","16","10000+","Pvt Ltd","never",74,"0"
29901,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Funded Startup","4",42,"0"
31312,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",">20","100-500","Pvt Ltd","1",21,"0"
29380,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd","3",7,"0"
33076,"city_145",0.555,"Male","No relevent experience","no_enrollment","Graduate","Business Degree","4","","","never",60,"1"
20606,"city_19",0.682,"","No relevent experience","Full time course","Graduate","STEM","3","","","",78,"0"
13725,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","50-99","Funded Startup","1",51,"0"
19270,"city_106",0.698,"","Has relevent experience","no_enrollment","Graduate","STEM","14","","","1",64,"0"
6125,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Graduate","Arts","4","100-500","Pvt Ltd","1",22,"0"
32992,"city_16",0.91,"Male","Has relevent experience","no_enrollment","High School","","19","Oct-49","Pvt Ltd","2",74,"0"
17014,"city_67",0.855,"Male","Has relevent experience","Full time course","Masters","STEM","10","10000+","Pvt Ltd","3",14,"0"
20223,"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","3","10000+","Pvt Ltd","never",10,"1"
4640,"city_16",0.91,"Male","Has relevent experience","no_enrollment","High School","","15","<10","Early Stage Startup","3",58,"0"
9391,"city_114",0.926,"Male","Has relevent experience","Full time course","Graduate","STEM","7","10000+","Pvt Ltd","1",2,"0"
20259,"city_23",0.899,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","","","1",53,"0"
29524,"city_149",0.689,"","No relevent experience","no_enrollment","High School","","2","","","never",88,"0"
2783,"city_11",0.55,"","Has relevent experience","no_enrollment","Graduate","STEM","4","Oct-49","Pvt Ltd","1",78,"1"
3507,"city_16",0.91,"","Has relevent experience","no_enrollment","High School","",">20","100-500","Pvt Ltd",">4",77,"0"
22309,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",">20","10000+","Pvt Ltd","4",40,"0"
21336,"city_103",0.92,"","No relevent experience","no_enrollment","","","2","","","never",17,"0"
25883,"city_104",0.924,"Male","Has relevent experience","Full time course","High School","","13","50-99","Pvt Ltd","1",48,"1"
19157,"city_103",0.92,"Male","Has relevent experience","Full time course","Masters","STEM","7","10000+","Pvt Ltd","1",30,"1"
30782,"city_160",0.92,"Male","No relevent experience","Full time course","Graduate","Business Degree",">20","500-999","Other",">4",10,"0"
6207,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10000+","Pvt Ltd","1",36,"0"
8295,"city_67",0.855,"Male","Has relevent experience","","Graduate","STEM","9","1000-4999","","2",114,"0"
3119,"city_65",0.802,"Female","Has relevent experience","no_enrollment","Graduate","STEM","8","50-99","Early Stage Startup","1",19,"0"
10187,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Pvt Ltd","1",72,"0"
32700,"city_21",0.624,"","Has relevent experience","no_enrollment","Graduate","STEM","3","Oct-49","Pvt Ltd","1",66,"1"
9820,"city_104",0.924,"Female","No relevent experience","Full time course","Graduate","STEM","3","","","1",39,"1"
26953,"city_71",0.884,"Male","No relevent experience","Full time course","Graduate","STEM","4","","","1",51,"1"
23934,"city_77",0.83,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","16","","","1",28,"0"
25756,"city_103",0.92,"","Has relevent experience","no_enrollment","Masters","STEM",">20","50-99","Pvt Ltd",">4",101,"0"
4722,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","500-999","Pvt Ltd","never",106,"0"
18925,"city_73",0.754,"Male","Has relevent experience","Part time course","Graduate","STEM","18","","","1",18,"1"
24552,"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM","15","100-500","Funded Startup",">4",16,"0"
6396,"city_103",0.92,"","Has relevent experience","no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","1",51,"0"
5147,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","100-500","Pvt Ltd","2",20,"1"
3569,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","500-999","Pvt Ltd","4",60,"0"
15167,"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM","6","5000-9999","Pvt Ltd","1",16,"0"
24653,"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","Oct-49","Pvt Ltd","1",43,"0"
3585,"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","100-500","Pvt Ltd","1",144,"0"
1122,"city_46",0.762,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17","5000-9999","Pvt Ltd","2",27,"0"
17847,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","4","1000-4999","Pvt Ltd","1",28,"0"
21995,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","","","1",140,"0"
7234,"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",">20","<10","Early Stage Startup","1",89,"0"
5057,"city_160",0.92,"","Has relevent experience","Full time course","Masters","STEM","5","50-99","Pvt Ltd","",24,"0"
28491,"city_103",0.92,"Male","Has relevent experience","no_enrollment","High School","","10","50-99","Pvt Ltd","4",36,"0"
31447,"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","1000-4999","Pvt Ltd","never",8,"1"
20043,"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","","","4",46,"0"
10642,"city_19",0.682,"","Has relevent experience","no_enrollment","High School","","7","","","1",67,"0"
14742,"city_21",0.624,"","Has relevent experience","no_enrollment","Masters","STEM","<1","<10","Funded Startup","2",152,"0"
19039,"city_136",0.897,"Female","No relevent experience","Part time course","Graduate","STEM","3","Oct-49","Pvt Ltd","1",15,"0"
